2.005637e+002     1.076271e+000
2.024922e+002     4.604192e+000
2.044207e+002     -4.936547e+000
2.063492e+002     2.914873e+001
2.082777e+002     7.160533e+000
2.102062e+002     4.099948e+002
2.121347e+002     -1.700748e+001
2.140632e+002     -1.103710e+001
2.159917e+002     -3.173876e+001
2.179202e+002     1.559611e+001
2.198487e+002     1.251801e+001
2.217772e+002     2.137071e+001
2.237057e+002     3.361962e+001
2.256342e+002     9.228116e+001
2.275627e+002     1.350926e+001
2.294912e+002     1.369379e+001
2.314197e+002     2.144287e+001
2.333482e+002     1.233517e+001
2.352767e+002     1.255091e+001
2.372052e+002     3.190533e+001
2.391337e+002     3.688159e+001
2.410622e+002     1.289749e+001
2.429907e+002     1.026093e+001
2.449192e+002     2.099715e+001
2.468477e+002     3.192088e+001
2.487762e+002     1.884593e+001
2.507047e+002     3.005009e+001
2.526331e+002     3.697991e+001
2.545616e+002     2.139715e+001
2.564901e+002     1.728094e+001
2.584186e+002     1.633679e+001
2.603471e+002     1.492002e+001
2.622756e+002     1.392875e+001
2.642041e+002     2.428316e+001
2.661326e+002     2.550043e+001
2.680611e+002     1.679135e+001
2.699896e+002     1.451724e+001
2.719181e+002     1.885438e+001
2.738466e+002     2.886426e+001
2.757751e+002     3.198631e+001
2.777036e+002     1.519986e+001
2.796321e+002     1.602699e+001
2.815606e+002     1.782329e+001
2.834891e+002     1.320266e+001
2.854176e+002     1.543822e+001
2.873461e+002     3.369178e+001
2.892746e+002     3.225338e+001
2.912031e+002     1.941112e+001
2.931316e+002     1.958475e+001
2.950601e+002     2.147112e+001
2.969886e+002     2.136712e+001
2.989171e+002     1.934608e+001
3.008456e+002     1.796960e+001
3.027741e+002     1.780060e+001
3.047026e+002     1.772058e+001
3.066311e+002     1.750155e+001
3.085596e+002     1.781497e+001
3.104881e+002     1.895480e+001
3.124166e+002     2.225018e+001
3.143451e+002     2.379510e+001
3.162736e+002     2.170308e+001
3.182021e+002     1.851795e+001
3.201306e+002     1.773858e+001
3.220591e+002     1.883430e+001
3.239875e+002     1.880052e+001
3.259160e+002     1.993152e+001
3.278445e+002     2.293532e+001
3.297730e+002     2.349916e+001
3.317015e+002     2.215858e+001
3.336300e+002     2.119443e+001
3.355585e+002     2.034501e+001
3.374870e+002     1.939270e+001
3.394155e+002     1.930656e+001
3.413440e+002     1.920037e+001
3.432725e+002     1.979758e+001
3.452010e+002     2.095407e+001
3.471295e+002     2.016199e+001
3.490580e+002     1.946995e+001
3.509865e+002     1.982297e+001
3.529150e+002     2.113914e+001
3.548435e+002     2.143669e+001
3.567720e+002     2.126515e+001
3.587005e+002     2.151257e+001
3.606290e+002     2.282830e+001
3.625575e+002     2.368767e+001
3.644860e+002     2.359590e+001
3.664145e+002     2.396681e+001
3.683430e+002     2.449537e+001
3.702715e+002     2.485359e+001
3.722000e+002     2.507433e+001
3.741285e+002     2.517711e+001
3.760570e+002     2.534640e+001
3.779855e+002     2.544916e+001
3.799140e+002     2.599872e+001
3.818425e+002     2.621484e+001
3.837710e+002     2.675217e+001
3.856995e+002     2.838146e+001
3.876280e+002     2.673090e+001
3.895565e+002     2.541963e+001
3.914850e+002     2.555023e+001
3.934135e+002     2.500284e+001
3.953419e+002     2.589282e+001
3.972704e+002     2.661458e+001
3.991989e+002     2.631396e+001
4.011274e+002     2.704349e+001
4.030559e+002     2.845506e+001
4.049844e+002     2.905465e+001
4.069129e+002     2.927625e+001
4.088414e+002     2.968275e+001
4.107699e+002     2.963532e+001
4.126984e+002     2.978629e+001
4.146269e+002     3.033291e+001
4.165554e+002     3.053638e+001
4.184839e+002     3.092581e+001
4.204124e+002     3.108868e+001
4.223409e+002     3.124613e+001
4.242694e+002     3.214204e+001
4.261979e+002     3.331367e+001
4.281264e+002     3.397020e+001
4.300549e+002     3.442540e+001
4.319834e+002     3.456353e+001
4.339119e+002     3.456354e+001
4.358404e+002     3.429569e+001
4.377689e+002     3.390386e+001
4.396974e+002     3.292733e+001
4.416259e+002     3.183751e+001
4.435544e+002     3.084249e+001
4.454829e+002     2.905730e+001
4.474114e+002     2.655215e+001
4.493398e+002     2.427217e+001
4.512683e+002     2.233072e+001
4.531968e+002     2.059434e+001
4.551253e+002     1.894579e+001
4.570538e+002     1.721961e+001
4.589823e+002     1.600347e+001
4.609108e+002     1.525490e+001
4.628393e+002     1.455834e+001
4.647678e+002     1.373935e+001
4.666963e+002     1.342861e+001
4.686248e+002     1.294986e+001
4.705533e+002     1.212164e+001
4.724818e+002     1.129059e+001
4.744103e+002     1.058561e+001
4.763388e+002     1.011832e+001
4.782673e+002     9.848300e+000
4.801958e+002     9.561601e+000
4.821243e+002     9.359480e+000
4.840528e+002     9.141115e+000
4.859813e+002     9.065498e+000
4.879098e+002     9.084702e+000
4.898383e+002     9.179405e+000
4.917668e+002     9.320808e+000
4.936953e+002     9.440287e+000
4.956238e+002     9.571463e+000
4.975523e+002     9.937987e+000
4.994808e+002     1.047107e+001
5.014093e+002     1.082503e+001
5.033378e+002     1.109957e+001
5.052663e+002     1.152927e+001
5.071948e+002     1.196787e+001
5.091233e+002     1.227734e+001
5.110518e+002     1.261058e+001
5.129803e+002     1.307881e+001
5.149088e+002     1.344751e+001
5.168373e+002     1.379914e+001
5.187657e+002     1.417412e+001
5.206943e+002     1.451583e+001
5.226227e+002     1.483080e+001
5.245513e+002     1.516542e+001
5.264797e+002     1.563583e+001
5.284083e+002     1.614892e+001
5.303367e+002     1.650308e+001
5.322653e+002     1.690905e+001
5.341937e+002     1.741527e+001
5.361223e+002     1.791033e+001
5.380507e+002     1.851517e+001
5.399792e+002     1.910838e+001
5.419077e+002     1.967712e+001
5.438362e+002     2.021638e+001
5.457647e+002     2.091528e+001
5.476932e+002     2.168851e+001
5.496217e+002     2.252163e+001
5.515502e+002     2.334365e+001
5.534787e+002     2.420952e+001
5.554072e+002     2.527214e+001
5.573357e+002     2.630623e+001
5.592642e+002     2.753632e+001
5.611927e+002     2.884379e+001
5.631212e+002     3.033666e+001
5.650497e+002     3.172674e+001
5.669782e+002     3.282906e+001
5.689067e+002     3.434728e+001
5.708352e+002     3.580727e+001
5.727637e+002     3.680900e+001
5.746922e+002     3.729887e+001
5.766207e+002     3.789621e+001
5.785492e+002     3.848868e+001
5.804777e+002     3.895098e+001
5.824062e+002     3.897382e+001
5.843347e+002     3.867634e+001
5.862632e+002     3.865195e+001
5.881917e+002     3.831965e+001
5.901202e+002     3.797676e+001
5.920486e+002     3.788008e+001
5.939772e+002     3.741141e+001
5.959056e+002     3.674178e+001
5.978342e+002     3.567271e+001
5.997626e+002     3.460344e+001
6.016912e+002     3.341867e+001
6.036196e+002     3.207154e+001
6.055482e+002     3.048243e+001
6.074766e+002     2.870629e+001
6.094052e+002     2.667442e+001
6.113336e+002     2.446145e+001
6.132621e+002     2.215812e+001
6.151906e+002     1.977926e+001
6.171191e+002     1.750735e+001
6.190476e+002     1.547663e+001
6.209761e+002     1.382029e+001
6.229046e+002     1.264257e+001
